lat,lng,crime_type,severity,timestamp,zone,source,status
23.0291,72.62422,Vandalism,1,2025-10-25T18:16:21Z,Maninagar,FIR,Under Investigation
22.96189,72.52332,Vandalism,3,2025-03-08T10:32:43Z,Navrangpura,FIR,Open
22.91483,72.60444,Assault,5,2025-08-05T19:17:20Z,Ghatlodia,Cyber,Under Investigation
23.08934,72.66952,Assault,5,2025-01-20T12:31:41Z,Bapunagar,Manual,Under Investigation
22.99955,72.67801,Theft,3,2025-09-08T13:26:45Z,Ghatlodia,Cyber,Closed
23.07754,72.55549,Cyber,5,2025-04-23T00:57:43Z,Vastrapur,Patrol,Under Investigation
23.0525,72.55177,Assault,3,2026-04-21T20:25:11Z,Bapunagar,Cyber,Under Investigation
22.90126,72.52916,Vandalism,1,2026-03-14T18:55:47Z,Ghatlodia,Patrol,Closed
22.9222,72.55006,Assault,4,2025-10-01T05:43:35Z,Ghatlodia,FIR,Open
23.00554,72.55171,Vandalism,2,2025-01-16T21:44:57Z,Navrangpura,Manual,Open
22.92824,72.53156,Vandalism,2,2025-11-04T12:20:26Z,SG Highway,Patrol,Open
22.98776,72.55515,Assault,3,2026-04-28T08:31:59Z,Ghatlodia,Manual,Closed
23.05742,72.68263,Theft,3,2026-03-09T17:55:50Z,Vastrapur,Cyber,Open
23.0629,72.57647,Assault,3,2026-03-15T16:53:56Z,Satellite,Manual,Under Investigation
23.0512,72.62853,Cyber,5,2025-07-15T03:25:09Z,Bapunagar,Patrol,Under Investigation
23.02306,72.5837,Cyber,5,2025-10-12T09:57:35Z,Bapunagar,Patrol,Closed
22.97173,72.51026,Fraud,2,2025-11-07T14:28:24Z,Ghatlodia,FIR,Closed
23.04152,72.52226,Cyber,4,2025-01-10T00:15:23Z,SG Highway,Cyber,Under Investigation
22.94779,72.64079,Theft,1,2026-04-29T11:09:57Z,SG Highway,Cyber,Open
22.92846,72.60436,Assault,5,2025-08-26T17:08:45Z,Bapunagar,Manual,Under Investigation
22.92131,72.55788,Cyber,3,2025-12-28T00:29:53Z,Bapunagar,Cyber,Open
23.09192,72.57673,Theft,1,2026-01-13T13:40:08Z,Maninagar,Manual,Under Investigation
22.91805,72.57836,Cyber,5,2025-08-30T17:57:39Z,SG Highway,FIR,Under Investigation
23.05084,72.57857,Theft,2,2025-11-01T12:36:15Z,Paldi,Cyber,Open
23.00354,72.65453,Fraud,4,2025-11-16T16:57:27Z,Vastrapur,Cyber,Closed
22.94352,72.52749,Fraud,3,2025-07-08T23:05:38Z,Satellite,Cyber,Closed
22.93489,72.6528,Cyber,4,2026-03-08T11:58:54Z,Navrangpura,Patrol,Open
22.94749,72.56545,Fraud,3,2025-08-30T18:25:17Z,Vastrapur,Manual,Closed
